Time,Lat,Lon,Alt,Roll,Pitch,Yaw
1741113064.148885,-35.3631474,149.1646329,684.27,8.541531133232638e-05,-0.010622133500874043,-0.2461727410554886
1741113064.2490938,-35.3631474,149.1646329,684.27,8.541531133232638e-05,-0.010622133500874043,-0.2461727410554886
1741113064.3492258,-35.3630957,149.1646167,684.26,-0.0018547909567132592,-0.010493244044482708,-0.24361860752105713
1741113064.44938,-35.3630957,149.1646167,684.26,-0.0018547909567132592,-0.010493244044482708,-0.24361860752105713
1741113064.549504,-35.3630479,149.1646019,684.25,-0.003779308870434761,-0.010191514156758785,-0.2414586991071701
1741113064.6496344,-35.3630479,149.1646019,684.25,-0.003779308870434761,-0.010191514156758785,-0.2414586991071701
1741113064.7497573,-35.3630479,149.1646019,684.25,-0.003779308870434761,-0.010191514156758785,-0.2414586991071701
1741113064.8499663,-35.3629961,149.1645859,684.25,-0.005758528131991625,-0.01003520842641592,-0.23935723304748535
1741113064.9501476,-35.3629961,149.1645859,684.25,-0.005758528131991625,-0.01003520842641592,-0.23935723304748535
1741113065.0502894,-35.3629483,149.1645713,684.24,-0.007570482324808836,-0.009975752793252468,-0.23756296932697296
1741113065.150409,-35.3629483,149.1645713,684.24,-0.007570482324808836,-0.009975752793252468,-0.23756296932697296
1741113065.2505271,-35.3629483,149.1645713,684.24,-0.007570482324808836,-0.009975752793252468,-0.23756296932697296
1741113065.3506405,-35.3628965,149.1645556,684.24,-0.00929972529411316,-0.009852776303887367,-0.23581571877002716
1741113065.4507854,-35.3628965,149.1645556,684.24,-0.00929972529411316,-0.009852776303887367,-0.23581571877002716
1741113065.550903,-35.3628486,149.1645411,684.24,-0.010502730496227741,-0.009780746884644032,-0.23425251245498657
1741113065.6509962,-35.3628486,149.1645411,684.24,-0.010502730496227741,-0.009780746884644032,-0.23425251245498657
1741113065.7511625,-35.3628486,149.1645411,684.24,-0.010502730496227741,-0.009780746884644032,-0.23425251245498657
1741113065.8512876,-35.3627967,149.1645256,684.23,-0.011589523404836655,-0.009657558985054493,-0.2326626479625702
1741113065.9514234,-35.3627967,149.1645256,684.23,-0.011589523404836655,-0.009657558985054493,-0.2326626479625702
1741113066.0515463,-35.3627487,149.1645113,684.23,-0.012555344961583614,-0.009353497996926308,-0.2313537746667862
1741113066.1516695,-35.3627487,149.1645113,684.23,-0.012555344961583614,-0.009353497996926308,-0.2313537746667862
1741113066.2517824,-35.3627487,149.1645113,684.23,-0.012555344961583614,-0.009353497996926308,-0.2313537746667862
1741113066.3519058,-35.3626968,149.164496,684.23,-0.013658732175827026,-0.00915419589728117,-0.23002654314041138
1741113066.4520268,-35.3626968,149.164496,684.23,-0.013658732175827026,-0.00915419589728117,-0.23002654314041138
1741113066.5521367,-35.3626488,149.1644818,684.23,-0.01472199335694313,-0.009026977233588696,-0.22887150943279266
1741113066.6523242,-35.3626488,149.1644818,684.23,-0.01472199335694313,-0.009026977233588696,-0.22887150943279266
1741113066.752541,-35.3626488,149.1644818,684.23,-0.01472199335694313,-0.009026977233588696,-0.22887150943279266
1741113066.8527217,-35.3625968,149.1644666,684.24,-0.015580154955387115,-0.009144957177340984,-0.2278178185224533
1741113066.9529326,-35.3625968,149.1644666,684.24,-0.015580154955387115,-0.009144957177340984,-0.2278178185224533
1741113067.0530584,-35.3625488,149.1644526,684.25,-0.016070140525698662,-0.009433274157345295,-0.22698433697223663
1741113067.1531866,-35.3625488,149.1644526,684.25,-0.016070140525698662,-0.009433274157345295,-0.22698433697223663
1741113067.2534394,-35.3625488,149.1644526,684.25,-0.016070140525698662,-0.009433274157345295,-0.22698433697223663
1741113067.3536277,-35.3624967,149.1644375,684.26,-0.016632212325930595,-0.009663308970630169,-0.22603237628936768
1741113067.4538517,-35.3624967,149.1644375,684.26,-0.016632212325930595,-0.009663308970630169,-0.22603237628936768
1741113067.5540035,-35.3624487,149.1644236,684.26,-0.01728763058781624,-0.00951403845101595,-0.2251402735710144
1741113067.654234,-35.3624487,149.1644236,684.26,-0.01728763058781624,-0.00951403845101595,-0.2251402735710144
1741113067.7544003,-35.3624487,149.1644236,684.26,-0.01728763058781624,-0.00951403845101595,-0.2251402735710144
1741113067.854534,-35.3623966,149.1644086,684.25,-0.018015112727880478,-0.009068873710930347,-0.22429190576076508
1741113067.9546707,-35.3623966,149.1644086,684.25,-0.018015112727880478,-0.009068873710930347,-0.22429190576076508
1741113068.0547853,-35.3623485,149.1643948,684.26,-0.018527625128626823,-0.008826740086078644,-0.22366617619991302
1741113068.1549804,-35.3623485,149.1643948,684.26,-0.018527625128626823,-0.008826740086078644,-0.22366617619991302
1741113068.2551563,-35.3623485,149.1643948,684.26,-0.018527625128626823,-0.008826740086078644,-0.22366617619991302
1741113068.3553798,-35.3622964,149.1643799,684.26,-0.019132521003484726,-0.008731916546821594,-0.22297362983226776
1741113068.4556022,-35.3622964,149.1643799,684.26,-0.019132521003484726,-0.008731916546821594,-0.22297362983226776
1741113068.5557556,-35.3622484,149.1643662,684.27,-0.019668005406856537,-0.008703051134943962,-0.22235041856765747
1741113068.6559591,-35.3622484,149.1643662,684.27,-0.019668005406856537,-0.008703051134943962,-0.22235041856765747
1741113068.7561414,-35.3622484,149.1643662,684.27,-0.019668005406856537,-0.008703051134943962,-0.22235041856765747
1741113068.8562865,-35.3621963,149.1643514,684.28,-0.02015051804482937,-0.008723361417651176,-0.22177423536777496
1741113068.9564192,-35.3621963,149.1643514,684.28,-0.02015051804482937,-0.008723361417651176,-0.22177423536777496
1741113069.056548,-35.3621482,149.1643377,684.28,-0.020640863105654716,-0.00877038948237896,-0.22127243876457214
1741113069.1566603,-35.3621482,149.1643377,684.28,-0.020640863105654716,-0.00877038948237896,-0.22127243876457214
1741113069.2567804,-35.3621482,149.1643377,684.28,-0.020640863105654716,-0.00877038948237896,-0.22127243876457214
